


strike: 0.02
indexStart: 0
indexEnd: 20
floatingTenorYearFraction: 0.5
fixedTenorYearFraction: 1
horizonYear: 10
liborsInitValue: 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 
nbSimulation: 1000
PRICES: 
MonteCarloPrice: 0.000839356
OrdinaryGeneticVanillaSwapPrice: 0.000897789
FirstVersionSwapPrice: 0.000897789
Difference between MonteCarloPrice and OrdinaryGeneticVanillaSwapPrice: -5.84327e-005
Difference between OrdinaryGeneticVanillaSwapPrice and FirstVersionSwapPrice: -2.22045e-016
subPrice: 
subIndexStart: 10
subIndexEnd: 16
subMonteCarloPrice: 0.000419022
subOrdinaryGeneticVanillaSwapPrice: 0.000261023
subFirstVersionSwapPrice: 0.000261023
Difference between subMonteCarloPrice and subOrdinaryGeneticVanillaSwapPrice: 0.000157999
Difference between subOrdinaryGeneticVanillaSwapPrice and subFirstVersionSwapPrice: -9.71445e-017



strike: 0.02
indexStart: 0
indexEnd: 20
floatingTenorYearFraction: 0.5
fixedTenorYearFraction: 1
horizonYear: 10
liborsInitValue: 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 
nbSimulation: 5000
PRICES: 
MonteCarloPrice: 0.000898385
OrdinaryGeneticVanillaSwapPrice: 0.000897789
FirstVersionSwapPrice: 0.000897789
Difference between MonteCarloPrice and OrdinaryGeneticVanillaSwapPrice: 5.9635e-007
Difference between OrdinaryGeneticVanillaSwapPrice and FirstVersionSwapPrice: -2.22045e-016
subPrice: 
subIndexStart: 10
subIndexEnd: 16
subMonteCarloPrice: 0.000418634
subOrdinaryGeneticVanillaSwapPrice: 0.000261023
subFirstVersionSwapPrice: 0.000261023
Difference between subMonteCarloPrice and subOrdinaryGeneticVanillaSwapPrice: 0.000157611
Difference between subOrdinaryGeneticVanillaSwapPrice and subFirstVersionSwapPrice: -9.71445e-017



strike: 0.02
indexStart: 0
indexEnd: 20
floatingTenorYearFraction: 0.5
fixedTenorYearFraction: 1
horizonYear: 10
liborsInitValue: 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 
nbSimulation: 10000
PRICES: 
MonteCarloPrice: 0.0011428
OrdinaryGeneticVanillaSwapPrice: 0.000897789
FirstVersionSwapPrice: 0.000897789
Difference between MonteCarloPrice and OrdinaryGeneticVanillaSwapPrice: 0.000245007
Difference between OrdinaryGeneticVanillaSwapPrice and FirstVersionSwapPrice: -2.22045e-016
subPrice: 
subIndexStart: 10
subIndexEnd: 16
subMonteCarloPrice: 0.000336746
subOrdinaryGeneticVanillaSwapPrice: 0.000261023
subFirstVersionSwapPrice: 0.000261023
Difference between subMonteCarloPrice and subOrdinaryGeneticVanillaSwapPrice: 7.57224e-005
Difference between subOrdinaryGeneticVanillaSwapPrice and subFirstVersionSwapPrice: -9.71445e-017



strike: 0.02
indexStart: 0
indexEnd: 20
floatingTenorYearFraction: 0.5
fixedTenorYearFraction: 1
horizonYear: 10
liborsInitValue: 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 
nbSimulation: 50000
PRICES: 
MonteCarloPrice: 0.000952319
OrdinaryGeneticVanillaSwapPrice: 0.000897789
FirstVersionSwapPrice: 0.000897789
Difference between MonteCarloPrice and OrdinaryGeneticVanillaSwapPrice: 5.45301e-005
Difference between OrdinaryGeneticVanillaSwapPrice and FirstVersionSwapPrice: -2.22045e-016
subPrice: 
subIndexStart: 10
subIndexEnd: 16
subMonteCarloPrice: 0.000208236
subOrdinaryGeneticVanillaSwapPrice: 0.000261023
subFirstVersionSwapPrice: 0.000261023
Difference between subMonteCarloPrice and subOrdinaryGeneticVanillaSwapPrice: -5.27872e-005
Difference between subOrdinaryGeneticVanillaSwapPrice and subFirstVersionSwapPrice: -9.71445e-017



strike: 0.02
indexStart: 0
indexEnd: 20
floatingTenorYearFraction: 0.5
fixedTenorYearFraction: 1
horizonYear: 10
liborsInitValue: 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 
nbSimulation: 100000
PRICES: 
MonteCarloPrice: 0.000911371
OrdinaryGeneticVanillaSwapPrice: 0.000897789
FirstVersionSwapPrice: 0.000897789
Difference between MonteCarloPrice and OrdinaryGeneticVanillaSwapPrice: 1.35824e-005
Difference between OrdinaryGeneticVanillaSwapPrice and FirstVersionSwapPrice: -2.22045e-016
subPrice: 
subIndexStart: 10
subIndexEnd: 16
subMonteCarloPrice: 0.00021759
subOrdinaryGeneticVanillaSwapPrice: 0.000261023
